X,Y,W,H
0,22,487,235
77,85,233,100
296,100,42,40
230,45,195,181
279,66,70,125
2,199,414,87
34,32,287,420
124,254,117,89
161,95,35,7
61,122,341,168
0,2,498,329
57,91,302,205
4,6,366,492
350,83,105,120
6,115,437,105
187,52,75,57
84,14,414,299
219,25,149,228
245,168,77,110
103,53,175,242
8,126,475,130
8,5,482,319
61,89,435,177
30,65,466,258
308,60,94,105
37,45,453,327
0,0,373,498
205,305,109,68
170,33,240,136
21,17,62,21
106,17,384,309
228,311,92,82
331,47,30,33
10,1,475,373
132,203,121,120
55,33,317,262
65,76,371,127
248,182,157,149
208,153,198,169
164,186,15,27
0,54,499,202
35,237,260,93
248,52,41,23
227,77,25,13
303,153,97,165
0,1,496,327
426,309,68,65
320,143,80,185
60,14,136,117
342,65,98,40
64,103,156,170
291,168,51,69
6,18,480,337
5,3,488,77
327,215,35,50
170,12,89,128
2,52,38,141
65,230,183,63
440,96,50,105
17,37,409,212
423,123,35,38
0,33,360,81
213,215,63,18
74,387,60,55
109,53,237,252
222,79,112,141
31,122,197,298
322,80,80,43
352,276,25,50
27,227,94,87
81,88,32,30
171,170,71,121
385,255,98,86
139,189,67,48
14,27,444,284
5,3,492,326
182,357,163,49
2,5,496,356
0,113,96,187
297,210,117,97
220,37,82,87
245,95,15,11
155,209,42,72
173,261,40,53
113,107,121,141
252,71,117,302
178,252,187,202
94,76,233,297
192,79,104,187
6,2,492,127
306,112,70,98
289,111,82,68
404,17,32,71
55,11,147,292
3,164,490,102
239,133,72,79
185,13,232,271
114,28,99,19
243,222,114,86
110,294,153,190
113,239,23,24
205,10,71,88
115,64,156,170
203,314,25,31
134,98,114,128
93,125,370,108
128,340,19,28
147,69,55,55
154,137,242,102
271,217,108,102
297,277,54,22
47,112,39,94
251,376,19,30
10,7,488,389
24,86,375,235
406,33,93,70
68,65,417,163
40,21,425,365
303,163,63,58
207,400,97,79
232,178,115,69
114,90,67,61
182,173,56,19
1,56,497,273
173,53,277,192
209,147,90,80
0,4,496,364
447,195,25,109
56,33,57,52
90,136,135,130
17,0,114,192
149,279,146,198
126,179,179,319
222,263,68,13
204,178,55,52
20,195,285,252
2,102,280,220
29,69,326,240
132,442,105,54
0,0,498,371
329,48,129,207
222,64,154,53
35,26,437,321
141,144,152,78
9,141,182,153
139,111,20,17
212,290,91,130
110,86,22,20
153,117,238,132
361,131,135,200
172,107,157,133
220,187,277,145
214,43,262,202
9,230,35,38
37,196,70,53
439,217,15,34
366,179,49,35
112,96,23,40
87,172,293,200
216,21,218,293
338,45,161,111
164,8,145,67
220,155,63,52
5,17,482,225
137,185,42,102
285,2,77,167
329,120,165,121
218,292,102,24
370,288,67,45
93,264,192,160
133,128,303,65
10,60,355,245
46,162,153,15
84,136,68,45
222,30,48,62
39,140,106,26
79,13,243,136
281,441,34,48
255,176,26,22
381,230,16,15
1,67,313,238
23,270,44,36
70,95,183,176
46,17,185,355
16,17,480,308
215,196,57,101
16,95,471,130
197,185,100,95
158,109,220,188
168,61,218,130
73,64,320,364
0,95,498,46
125,196,140,169
34,191,60,62
121,111,77,33
156,120,112,142
109,202,121,179
1,0,497,279
251,131,45,155
255,393,21,32
16,65,306,245
6,96,100,249
319,25,45,78
208,214,98,20
1,153,214,220
106,327,19,47
16,11,461,311
167,410,23,34
239,10,31,26
171,257,107,53
188,0,307,301
294,3,204,332
198,206,41,30
151,98,257,197
0,0,498,374
155,55,343,281
217,3,207,50
139,221,39,46
189,206,14,64
391,17,50,40
27,125,330,225
47,41,315,242
58,77,190,167
85,130,135,137
135,20,112,39
91,125,70,77
106,153,359,113
195,137,159,362
203,268,23,50
197,27,115,97
5,28,320,456
223,120,250,253
93,255,279,92
29,131,92,54
383,114,35,30
57,238,93,41
378,156,27,25
65,365,246,125
10,7,485,311
7,33,65,67
232,111,150,113
83,103,356,292
83,107,132,250
16,35,455,290
159,212,182,18
248,123,175,173
285,208,154,105
1,0,145,198
332,90,78,159
0,117,329,381
174,23,75,35
0,2,496,372
24,30,296,286
0,276,65,97
343,256,87,62
285,263,214,41
246,0,12,12
328,88,47,34
92,83,171,222
225,57,65,109
124,179,14,7
215,106,108,190
273,183,23,35
8,49,485,233
158,127,124,122
46,266,205,109
325,31,101,142
263,208,20,22
58,10,380,343
7,175,480,320
1,9,493,358
148,138,135,35
0,65,376,306
272,111,25,55
9,2,485,63
2,50,495,323
47,15,415,335
121,96,272,264
175,251,211,48
191,0,174,225
27,86,82,71
109,112,119,215
435,250,50,53
105,139,245,103
333,300,159,93
210,154,103,74
163,185,43,31
3,7,491,266
73,155,78,57
293,55,51,50
208,250,90,46
43,358,34,39
232,156,131,180
71,266,33,27
170,259,95,35
25,29,457,256
86,207,228,150
336,215,112,120
37,45,405,422
2,73,263,300
148,74,95,114
226,128,60,82
336,71,52,77
35,108,407,221
13,15,477,449
168,204,101,62
3,14,338,480
0,1,495,326
211,250,55,81
2,323,141,174
41,155,120,128
311,217,127,69
33,170,234,112
40,29,423,252
44,115,255,217
66,159,416,238
48,430,210,68
0,65,87,70
396,90,21,60
235,212,131,122
25,64,385,265
150,133,125,227
195,2,300,162
215,146,67,101
114,80,87,50
3,89,455,189
73,45,66,170
193,133,98,106
137,11,279,318
3,50,358,408
177,113,125,178
167,99,40,27
260,208,125,77
233,166,27,42
102,61,136,257
163,60,22,45
23,73,474,269
23,222,138,166
86,20,67,47
155,173,68,70
372,83,90,73
23,31,258,171
16,26,34,37
111,98,90,57
346,171,62,127
123,54,245,436
44,105,67,41
115,65,287,281
126,29,133,77
58,100,237,281
131,54,121,149
386,193,89,63
148,113,137,173
48,63,328,297
205,50,277,342
181,114,302,215
295,280,176,94
332,13,40,100
298,55,137,199
0,101,45,140
309,96,48,58
77,24,422,293
8,32,327,209
6,46,141,142
65,9,200,310
100,148,127,108
213,132,84,22
36,249,36,26
81,0,390,206
112,173,117,70
1,205,202,41
196,15,20,17
97,108,137,123
146,65,252,132
230,33,164,346
71,111,370,110
176,130,159,225
38,98,80,117
154,51,168,130
70,79,17,67
207,199,28,28
173,96,32,38
158,31,68,95
318,153,39,92
52,66,225,365
255,99,237,223
110,47,388,162
28,18,239,289
361,6,74,325
189,130,39,41
0,0,492,367
228,352,103,57
150,154,222,177
178,107,197,204
13,27,448,284
83,335,225,126
62,351,71,147
135,339,23,34
167,289,108,51
217,86,209,200
248,166,56,118
368,1,121,26
0,82,291,150
335,155,50,30
68,71,224,200
242,158,92,200
148,78,63,60
94,13,90,202
9,230,64,105
3,128,483,131
193,131,85,111
87,104,367,193
232,155,71,41
261,105,30,47
107,107,70,189
177,231,72,18
24,17,417,312
313,56,22,32
260,23,23,154
170,16,131,353
59,171,252,165
79,112,193,287
307,102,51,25
249,128,115,252
229,256,44,47
18,366,16,12
207,173,243,135
65,83,213,367
108,68,250,275
69,31,340,300
12,12,480,350
0,95,498,228
96,118,352,212
176,190,17,23
78,112,105,150
434,188,20,35
135,70,107,118
18,14,454,318
178,136,62,48
315,208,80,61
343,98,102,105
47,207,87,130
104,219,95,92
145,80,201,175
121,221,89,35
255,104,29,23
184,37,295,294
194,121,137,76
139,371,195,108
133,147,257,67
123,122,363,291
122,2,372,393
93,0,218,438
37,64,429,242
50,4,372,294
0,2,497,375
213,235,42,50
77,60,25,30
134,9,137,82
301,170,54,38
128,20,141,156
85,40,288,452
79,19,411,310
198,149,115,152
187,48,137,301
13,287,94,35
353,19,119,195
150,25,273,259
42,104,53,69
84,166,265,207
95,40,221,239
85,5,59,43
292,181,45,72
11,10,324,488
154,11,24,165
9,26,394,307
73,18,280,323
125,295,96,73
393,173,52,40
58,195,78,59
6,5,489,319
89,224,95,38
166,246,124,103
102,397,144,100
89,1,409,320
283,324,52,38
421,267,21,21
50,155,122,27
383,210,35,23
271,275,14,35
92,79,272,252
21,0,472,365
205,83,117,202
49,323,113,115
128,16,95,94
123,152,375,222
183,283,25,20
21,18,314,342
8,168,482,175
30,22,225,201
215,114,284,250
64,306,405,60
56,61,423,286
6,74,243,221
336,40,162,95
55,114,135,197
134,231,81,267
31,76,371,228
94,75,45,55
206,131,137,63
151,70,92,122
86,97,178,326
250,30,185,94
25,23,342,453
54,240,46,24
129,141,270,357
331,105,97,62
6,2,391,356
350,155,141,37
269,115,174,41
75,5,352,360
2,154,491,177
156,202,65,64
21,2,272,450
28,28,410,158
32,24,331,353
37,0,447,373
93,73,147,92
114,220,96,75
215,127,107,31
73,114,86,75
266,282,30,34
212,176,20,15
179,28,316,337
272,32,178,233
78,278,62,166
46,97,233,222
57,75,370,298
11,129,23,46
122,56,247,170
100,312,139,133
206,105,183,148
243,129,75,65
21,126,146,216
37,11,440,336
58,92,360,172
156,183,218,76
129,8,230,327
74,155,165,318
135,180,157,51
153,165,204,83
293,308,34,43
101,96,312,102
31,34,386,202
261,276,26,28
143,60,50,67
36,172,25,22
209,194,224,145
202,163,77,80
15,10,472,291
81,75,41,27
130,146,27,20
5,15,365,439
48,112,395,117
67,142,237,65
1,0,331,327
40,101,443,262
38,249,333,136
8,97,292,243
152,0,145,157
9,60,477,254
19,27,465,345
241,115,45,106
8,65,373,285
86,0,245,374
380,243,70,59
123,25,375,199
261,274,70,32
83,85,395,141
55,149,276,346
342,137,66,100
256,114,45,62
130,173,45,58
262,79,48,71
317,14,116,216
32,93,125,247
136,167,190,162
65,117,167,177
26,57,320,251
11,13,467,220
22,21,433,310
286,91,138,192
150,80,98,58
50,77,394,100
263,107,89,80
305,38,56,70
66,310,103,40
72,149,389,140
139,36,311,445
230,26,56,60
161,15,141,343
262,20,23,25
51,21,322,191
119,59,97,430
223,31,115,288
140,63,167,161
142,197,141,148
246,92,173,192
169,275,90,62
78,65,293,127
245,163,37,127
131,30,333,282
1,40,431,292
226,175,206,176
0,2,497,372
25,16,467,312
212,81,86,79
303,161,78,70
165,56,169,274
36,160,252,213
283,61,73,148
209,149,122,225
43,353,65,62
6,83,475,281
182,206,153,161
182,284,45,58
290,5,164,97
325,201,112,85
1,0,398,498
145,217,100,152
122,93,161,224
35,54,287,418
70,279,180,64
121,190,220,308
269,161,51,168
89,131,357,262
99,326,139,127
3,2,495,103
232,131,127,133
63,65,107,53
37,5,462,275
169,123,25,40
281,131,108,90
3,54,328,229
201,97,35,33
397,157,102,210
159,1,197,51
200,102,68,92
281,198,216,114
28,379,64,48
42,13,266,485
436,73,22,17
355,70,18,18
66,64,265,160
189,12,300,362
10,120,322,217
71,49,143,137
17,183,132,22
6,4,487,364
320,149,41,107
92,37,159,427
166,124,121,60
227,233,43,56
147,53,133,135
0,56,135,68
179,55,201,200
162,277,45,45
310,75,128,267
95,149,80,77
97,12,342,344
382,112,24,43
0,118,482,225
166,160,62,85
148,97,111,75
81,158,80,79
2,119,320,254
2,122,222,207
123,23,228,157
47,88,325,154
109,290,136,157
153,66,164,253
57,115,292,257
360,115,31,30
268,193,32,46
0,30,498,248
365,17,82,265
190,288,160,47
19,341,152,157
11,236,200,127
250,137,33,34
8,10,136,50
172,104,122,46
268,105,118,112
43,71,372,184
16,53,448,271
35,30,436,280
29,31,402,309
250,28,25,13
134,33,15,12
125,115,234,185
86,15,229,483
112,49,227,216
103,280,15,20
61,115,133,200
221,81,223,156
64,188,396,146
110,87,291,212
80,17,124,232
171,250,92,102
223,249,77,145
3,190,187,77
216,166,160,127
253,112,36,63
61,176,62,170
226,88,152,77
22,65,192,120
207,80,63,89
207,59,210,219
243,190,250,132
16,113,447,260
17,73,478,238
344,164,130,196
44,14,395,357
8,15,462,315
15,274,215,225
69,37,384,282
129,103,33,32
101,28,101,216
214,76,102,216
187,183,259,221
37,19,77,41
138,86,41,23
350,13,63,52
131,99,231,300
174,96,63,137
87,12,290,217
83,18,411,332
10,55,312,227
64,46,154,273
150,212,111,278
175,7,242,260
80,21,238,476
190,302,71,133
176,251,156,163
190,155,142,95
45,302,93,60
6,5,362,423
105,108,247,108
93,61,261,279
0,99,119,179
120,80,161,147
9,48,490,241
153,76,210,230
16,8,468,481
257,16,206,306
3,81,371,378
80,69,90,70
93,412,189,41
71,10,75,346
153,117,117,56
45,82,135,64
199,330,36,41
178,51,180,310
328,66,136,113
92,9,141,70
66,137,135,102
436,200,49,106
100,200,92,46
106,185,377,232
0,77,316,421
124,298,74,36
19,12,471,316
75,69,119,205
147,260,151,82
0,103,172,207
75,82,328,271
114,90,261,238
48,245,148,232
152,336,214,108
191,14,129,68
168,35,316,275
136,16,217,288
237,155,82,68
106,113,270,157
180,156,105,109
124,351,55,52
190,70,30,75
2,170,496,164
156,83,55,56
186,270,188,227
132,123,199,366
71,0,422,374
157,6,340,277
40,103,438,228
32,5,442,402
200,68,144,181
241,157,36,37
39,143,383,189
199,312,83,80
42,129,122,131
133,115,318,259
271,45,128,234
67,97,87,56
1,165,197,135
71,245,62,64
152,3,76,107
74,92,154,348
231,5,101,182
192,228,24,21
66,44,105,140
65,22,240,305
159,54,272,58
316,140,57,245
12,103,485,227
139,105,102,152
254,98,59,17
69,62,244,263
16,41,407,267
29,443,430,55
48,23,71,23
21,84,290,411
188,35,109,104
195,2,202,250
136,195,146,113
115,205,245,73
256,141,84,61
0,191,332,183
217,270,170,103
181,204,51,38
118,253,101,94
46,25,430,398
240,101,78,68
6,3,467,290
83,50,333,329
220,166,12,12
236,210,212,129
56,6,246,287
15,9,58,52
105,20,282,290
248,285,94,68
12,10,88,54
1,3,255,328
56,222,20,40
1,444,156,50
40,111,428,118
163,56,42,59
187,3,175,234
22,9,50,38
157,266,79,78
117,82,72,75
178,181,34,37
255,41,117,293
14,13,446,295
217,149,233,157
357,140,43,42
37,40,441,452
257,132,24,40
64,279,288,48
169,110,320,211
240,157,252,170
7,79,33,29
74,73,220,388
35,114,203,197
195,307,33,76
325,278,42,28
125,247,54,63
307,52,90,95
1,2,496,394
132,120,40,22
207,180,45,77
119,95,170,80
93,99,223,314
177,247,137,148
304,45,105,94
1,0,497,372
225,145,26,27
166,26,225,300
366,255,22,27
200,92,92,176
2,244,200,178
61,198,170,246
310,300,36,27
177,25,49,51
234,121,16,47
1,106,492,225
81,79,53,17
299,1,70,120
178,102,26,62
157,157,159,312
73,157,100,60
247,274,16,29
13,64,477,251
21,50,320,235
170,134,147,100
72,52,426,251
133,88,162,214
36,30,349,335
21,135,238,117
3,155,495,144
312,69,118,135
48,68,371,210
37,57,106,200
198,64,255,258
12,13,163,123
217,50,47,22
79,44,54,35
57,61,206,250
184,90,101,84
16,168,141,224
315,435,24,18
189,153,158,118
220,96,92,115
266,309,68,17
245,144,165,88
119,163,85,49
91,5,382,323
145,42,314,92
91,230,58,88
222,249,41,52
328,263,16,23
72,25,142,148
17,189,44,66
0,0,371,489
123,135,374,195
0,38,373,391
395,252,63,47
7,5,488,368
71,130,216,169
63,97,49,32
90,0,325,421
265,183,14,24
2,53,494,275
36,31,179,102
48,85,130,246
368,255,19,25
128,69,185,213
7,294,257,202
124,115,84,75
0,4,498,495
12,22,60,139
206,295,55,66
280,90,115,125
13,9,255,472
350,18,134,261
81,105,346,147
53,4,437,247
298,59,143,250
210,4,287,267
345,339,22,28
249,180,219,87
74,50,286,275
18,7,471,358
175,480,7,7
132,61,21,30
14,68,85,89
0,49,164,86
235,71,100,175
236,101,251,272
13,45,463,328
142,253,95,242
97,91,217,237
96,98,177,291
121,229,111,122
199,275,175,73
7,48,461,148
122,108,100,275
207,46,110,175
180,29,211,275
109,380,84,81
364,220,29,81
98,101,97,320
167,44,227,400
239,127,35,70
138,304,12,20
1,192,160,126
366,293,38,29
150,47,125,236
259,169,12,51
128,223,61,51
226,136,131,182
1,53,372,379
393,313,87,34
147,27,69,42
126,1,372,372
100,39,360,314
440,283,28,36
200,208,102,199
111,135,85,152
79,249,140,161
302,97,191,173
114,44,39,75
297,283,116,60
128,72,326,227
0,28,325,468
29,79,73,71
75,326,49,150
146,253,161,33
66,369,235,103
23,122,55,71
298,99,102,118
238,210,23,22
358,108,140,216
177,15,319,151
42,15,422,322
231,45,48,54
205,90,72,59
0,250,317,46
157,63,110,59
57,135,136,311
57,45,265,149
7,38,487,62
188,90,227,94
225,38,17,30
114,105,57,36
422,270,76,81
223,83,146,106
34,47,395,282
16,9,475,320
228,66,103,120
165,273,77,79
185,210,107,151
253,187,49,35
37,182,253,221
2,1,497,372
421,71,27,28
255,221,24,23
136,214,73,44
318,76,123,82
349,173,109,227
107,68,289,212
19,22,287,102
164,32,246,257
228,206,32,19
159,99,71,24
135,78,260,234
182,87,167,165
317,217,62,102
126,122,85,66
223,166,83,37
10,152,176,102
1,98,202,276
86,3,355,369
82,43,253,127
0,1,282,372
94,294,90,94
385,85,39,34
159,70,38,24
54,442,48,35
235,39,263,292
22,7,237,330
116,165,90,212
62,103,117,210
84,354,148,54
202,156,98,125
2,144,282,264
30,61,356,235
113,94,83,75
97,135,97,103
79,102,247,188
202,30,181,422
150,5,346,196
39,55,390,252
107,71,288,198
44,45,222,214
2,3,492,250
42,19,455,250
128,130,175,95
46,132,233,217
223,237,43,55
223,30,63,40
119,103,72,98
49,207,154,82
26,35,458,415
164,230,33,37
100,155,243,122
248,107,176,87
244,30,33,72
435,75,36,51
309,217,23,19
326,51,172,50
36,137,132,57
26,95,175,164
275,190,36,135
189,63,132,112
105,138,203,98
0,3,498,329
287,99,177,190
196,39,118,80
33,20,244,476
86,41,354,177
0,15,266,189
143,95,183,404
140,44,174,38
7,18,490,353
248,222,205,151
10,43,450,275
282,197,42,49
177,31,242,240
53,81,117,65
118,51,151,442
61,124,339,178
20,188,469,310
99,137,100,60
181,100,92,141
63,69,287,208
313,14,92,31
47,17,410,277
11,0,294,492
0,96,280,276
0,53,40,107
478,30,14,85
360,49,129,105
205,127,30,42
224,132,81,61
382,98,62,87
186,357,29,62
4,32,477,340
126,217,183,101
102,192,38,127
296,194,45,23
191,10,155,147
143,14,333,317
253,232,22,27
247,129,109,99
132,136,205,118
198,22,66,26
36,112,234,348
113,70,162,260
7,96,375,167
56,86,419,269
237,201,182,165
65,197,170,250
93,126,174,244
236,233,65,49
18,83,253,327
186,51,29,146
127,8,216,323
300,26,197,306
96,368,107,130
205,248,41,30
344,150,34,42
13,42,254,454
27,22,459,251
95,88,82,142
43,165,185,162
120,206,188,287
311,384,40,32
245,95,102,102
278,149,66,181
50,85,415,235
205,65,92,220
306,93,54,70
66,0,160,332
38,182,109,67
60,90,321,203
341,104,157,259
189,79,121,75
240,143,62,122
153,74,114,79
251,94,92,222
296,60,87,150
111,227,49,37
26,0,269,406
261,223,37,65
69,1,127,75
75,330,89,77
237,181,58,71
270,250,69,81
28,271,137,60
21,25,285,455
269,88,188,216
77,7,297,471
320,169,82,36
97,71,151,292
81,330,77,124
57,93,371,47
225,271,72,25
188,146,22,40
56,96,400,115
277,151,29,25
29,90,460,166
359,147,74,116
195,156,82,61
83,22,340,215
278,104,190,161
431,140,38,66
198,343,87,93
183,114,275,182
107,53,322,251
47,399,68,92
120,436,103,57
55,69,271,384
125,231,234,96
229,79,256,292
258,129,119,188
322,253,82,42
87,27,237,443
34,21,428,238
66,61,175,292
374,4,124,45
101,162,32,15
242,14,62,41
142,66,295,267
186,31,44,48
3,3,492,226
389,271,48,37
294,55,22,22
35,15,150,109
236,150,112,100
137,114,103,34
35,123,412,105
199,36,36,53
244,321,94,32
139,128,247,159
33,85,410,183
86,90,135,252
273,138,101,315
54,116,26,43
160,23,113,187
148,252,64,47
111,128,110,38
166,86,175,224
382,145,90,52
13,128,233,164
274,0,225,230
91,401,56,61
248,179,131,52
7,253,491,45
269,61,147,312
256,120,184,200
103,272,170,46
